"ID","OWNERID","ISDELETED","NAME","RECORDTYPEID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","COUNTRY_OVERRIDE_VOD__C","EVENT_CONFIGURATION_VOD__C","EVENT_LAYOUT_VOD__C","EVENT_STATUS_VOD__C","EVENT_TEAM_ROLE_VOD__C","EXPENSE_ESTIMATE_LAYOUT_VOD__C","EXPENSE_HEADER_LAYOUT_VOD__C","EXPENSE_LINE_LAYOUT_VOD__C","EXTERNAL_ID__C","USER_PROFILE_ID_VOD__C","USER_PROFILE_VOD__C","VISIBLE_BUTTONS_VOD__C","EVENT_OBJECT_NAME_VOD__C","PAGE_LAYOUT_VOD__C","RECORD_TYPE_VOD__C"
"a4d5E0000008dLEQAY","00558000001PGYZAA4","false","EPL -0000000782","01258000000QJVOAA4","2017-04-13T13:07:14.000Z","00558000001PGYZAA4","2017-04-13T13:07:14.000Z","00558000001PGYZAA4","2017-04-13T13:07:14.000Z","true","false","","","","a4b5E000000025TQAQ","","Closed_vod","","","","","EPL -0000000272","","","","EM_Event_Team_Member_vod","Simple Activity Team Member Layout","Activity_Team_Member_Simple_HCPTS"
"a4d5E0000008dH7QAI","00558000001PGYZAA4","false","EPL -0000000717","01258000000QJVOAA4","2017-04-13T13:06:11.000Z","00558000001PGYZAA4","2017-04-13T13:06:11.000Z","00558000001PGYZAA4","2017-04-13T13:06:11.000Z","true","false","","","","a4b5E000000025TQAQ","","Pre-Event","Read Only","","","","EPL -00000002778","","","","EM_Event_Team_Member_vod","Simple Activity Team Member Layout","Activity_Team_Member_Simple_HCPTS"
"a4d5E0000008dH8QAI","00558000001PGYZAA4","false","EPL -0000000738","01258000000QJVOAA4","2017-04-13T13:06:32.000Z","00558000001PGYZAA4","2017-04-13T13:06:32.000Z","00558000001PGYZAA4","2017-04-13T13:06:32.000Z","true","false","","","","a4b5E000000025TQAQ","","Post-Event-PostApproval","Read Only","","","","EPL -002343102779","","","","EM_Event_Team_Member_vod","Simple Activity Team Member Layout","Activity_Team_Member_Simple_HCPTS"
"a4d5E0000008dL9QAI","00558000001PGYZAA4","false","EPL -0000000780","01258000000QJVOAA4","2017-04-13T13:07:12.000Z","00558000001PGYZAA4","2017-04-26T21:23:00.000Z","0055E000000ulR7QAI","2017-04-26T21:23:00.000Z","true","false","","","","a4b5E000000025TQAQ","","Pending_Approval_vod","","","","","EPL -00000007800","","","","EM_Attendee_vod","BMS_HCPTS_Simple_Attendee_Layout",""
"a4d5E0000008dLTQAY","00558000001PGYZAA4","false","EPL -0000000786","012d0000000XPG9AAO","2017-04-13T13:07:18.000Z","00558000001PGYZAA4","2017-05-18T21:11:20.000Z","00558000001PGYZAA4","2017-05-18T21:11:20.000Z","true","false","2017-05-18T21:11:20.000Z","2017-05-18T21:11:20.000Z","","a4b5E000000025TQAQ","BMS_Simple_Read_Only","Pending_Approval_vod","Approver_vod","","","","EPL -0000000312","","",";Approve_vod;Reject_vod;","","",""
"a4d5E0000008dJhQAI","00558000001PGYZAA4","false","EPL -0000000754","01258000000QJVOAA4","2017-04-13T13:06:47.000Z","00558000001PGYZAA4","2017-04-13T13:06:47.000Z","00558000001PGYZAA4","2017-04-13T13:06:47.000Z","true","false","","","","a4b5E000000025TQAQ","","Post-Event-PostApproval","Read Only","","","","EPL -03322362","","","","Expense_Line_vod","BMS Simple Expense Line Readonly Layout",""
"a4d5E0000008dHlQAI","00558000001PGYZAA4","false","EPL -0000000726","01258000000QJVOAA4","2017-04-13T13:06:20.000Z","00558000001PGYZAA4","2017-04-13T13:06:20.000Z","00558000001PGYZAA4","2017-04-13T13:06:20.000Z","true","false","","","","a4b5E000000025TQAQ","","Pre-Event","Read Only","","","","EPL -00000008891","","","","Expense_Header_vod","BMS Simple Expense Header ReadOnly Layout",""
"a4d5E0000008dIoQAI","00558000001PGYZAA4","false","EPL -0000000743","012d0000000XPG9AAO","2017-04-13T13:06:37.000Z","00558000001PGYZAA4","2017-05-11T22:41:12.000Z","00558000001PGYZAA4","2017-05-12T10:32:27.000Z","true","false","2017-05-11T22:49:45.000Z","2017-05-11T22:49:45.000Z","","a4b5E000000025TQAQ","BMS_Simple_PrePostEvent","Post-Event","","","","","EPL -0000000261","","",";Edit;Close_vod;Attendee_Reconciliation_vod;Manage_Attendees_vod;Reschedule_vod;Cancel_Event_vod;Generate_Sign_In_vod;Generate_Invitations_vod;View_Signatures_vod;Submit_for_Approval_vod;","","",""
"a4d5E0000008dHbQAI","00558000001PGYZAA4","false","EPL -0000000723","01258000000QJVOAA4","2017-04-13T13:06:17.000Z","00558000001PGYZAA4","2017-04-13T13:06:17.000Z","00558000001PGYZAA4","2017-04-13T13:06:17.000Z","true","false","","","","a4b5E000000025TQAQ","","Closed_vod","","","","","EPL -00000008892","","","","Expense_Line_vod","BMS Simple Expense Line Readonly Layout",""
"a4d5E0000008dKkQAI","00558000001PGYZAA4","false","EPL -0000000771","01258000000QJVOAA4","2017-04-13T13:07:03.000Z","00558000001PGYZAA4","2017-04-13T13:07:03.000Z","00558000001PGYZAA4","2017-04-13T13:07:03.000Z","true","false","","","","a4b5E000000025TQAQ","","Closed_vod","","","","","EPL -0000000270","","","","EM_Event_Budget_vod","Simple WBSCC Budget Layout","WBS_CC_Simple_HCPTS"
"a4d5E0000008dJDQAY","00558000001PGYZAA4","false","EPL -0000000748","012d0000000XPG9AAO","2017-04-13T13:06:42.000Z","00558000001PGYZAA4","2017-05-18T21:11:21.000Z","00558000001PGYZAA4","2017-05-18T21:11:21.000Z","true","false","2017-05-18T21:11:21.000Z","2017-05-18T21:11:21.000Z","","a4b5E000000025TQAQ","BMS_Simple_Read_Only","Pending_Approval_vod","Organizer_vod","","","","EPL -0000000309","","",";Recall_Approval_Request_vod;","","",""
"a4d5E0000008dHqQAI","00558000001PGYZAA4","false","EPL -0000000728","012d0000000XPG9AAO","2017-04-13T13:06:22.000Z","00558000001PGYZAA4","2017-04-13T13:06:22.000Z","00558000001PGYZAA4","2017-05-12T10:32:27.000Z","true","false","2017-05-11T22:49:48.000Z","2017-05-11T22:49:48.000Z","","a4b5E000000025TQAQ","BMS_Simple_Read_Only","Approved_vod","Read Only","","","","EPL -0000001304","","","","","",""
"a4d5E0000008dIKQAY","00558000001PGYZAA4","false","EPL -0000000735","01258000000QJVOAA4","2017-04-13T13:06:28.000Z","00558000001PGYZAA4","2017-04-13T13:06:28.000Z","00558000001PGYZAA4","2017-04-13T13:06:28.000Z","true","false","","","","a4b5E000000025TQAQ","","Closed_vod","","","","","EPL -00000009881","","","","Expense_Header_vod","BMS Simple Expense Header ReadOnly Layout",""
"a4d5E0000008dKQQAY","00558000001PGYZAA4","false","EPL -0000000765","01258000000QJVOAA4","2017-04-13T13:06:58.000Z","00558000001PGYZAA4","2017-05-21T14:47:58.000Z","00558000001PGYZAA4","2017-05-22T10:30:15.000Z","true","false","2017-05-21T14:47:59.000Z","2017-05-21T14:47:59.000Z","","a4b5E000000025TQAQ","","Pre-Event","Read Only","","","","EPL -000000889921","","","","Expense_Line_vod","BMS Simple Expense Line Readonly Layout","Event_Expense_Line_vod"
